excel_row,source_code
5939,84-Hhlni-t.304
5940,84-Hhlni-t.305
5941,84-Hhlni-t.307
5942,84-Hhlni-t.308
5943,84-Hhlni-t.313
5944,84-Hhlni-t.314
5945,84-Hhlni-t.315
5946,84-Hhlni-t.316
5947,84-Hhlni-t.320
5948,84-Hhlni-t.321
5949,84-Hhlni-t.324
5950,84-Hhlni-t.332
5951,84-Hhlni-t.347
5952,84-Hhlni-t.348
5953,84-Hhlni-t.35
5954,84-Hhlni-t.354
5955,84-Hhlni-t.356
5956,84-Hhlni-t.360
5957,84-Hhlni-t.363
5958,84-Hhlni-t.364
5959,84-Hhlni-t.365
5960,84-Hhlni-t.366
5961,84-Hhlni-t.367
5962,84-Hhlni-t.37
5963,84-Hhlni-t.378
5964,84-Hhlni-t.379
5965,84-Hhlni-t.38
5966,84-Hhlni-t.382
5967,84-Hhlni-t.384
5968,84-Hhlni-t.385
5969,84-Hhlni-t.386
5970,84-Hhlni-t.388
5971,84-Hhlni-t.39
5972,84-Hhlni-t.390
5973,84-Hhlni-t.391
5974,84-Hhlni-t.392
5975,84-Hhlni-t.4
5976,84-Hhlni-t.40
5977,84-Hhlni-t.405
5978,84-Hhlni-t.409
5979,84-Hhlni-t.41
5980,84-Hhlni-t.411
5981,84-Hhlni-t.416
5982,84-Hhlni-t.420
5983,84-Hhlni-t.422
5984,84-Hhlni-t.426
5985,84-Hhlni-t.427
5986,84-Hhlni-t.43
5987,84-Hhlni-t.430
5988,84-Hhlni-t.434
5989,84-Hhlni-t.436
5990,84-Hhlni-t.437
5991,84-Hhlni-t.444
5992,84-Hhlni-t.448
5993,84-Hhlni-t.49
5994,84-Hhlni-t.5
5995,84-Hhlni-t.50
5996,84-Hhlni-t.51
5997,84-Hhlni-t.52
5998,84-Hhlni-t.53
5999,84-Hhlni-t.55
6000,84-Hhlni-t.6
6001,84-Hhlni-t.63
6002,84-Hhlni-t.65
6003,84-Hhlni-t.66
6004,84-Hhlni-t.67
6005,84-Hhlni-t.68
6006,84-Hhlni-t.7
6007,84-Hhlni-t.72
6008,84-Hhlni-t.79
6009,84-Hhlni-t.80
6010,84-Hhlni-t.82
6011,84-Hhlni-t.83
6012,84-Hhlni-t.84
6013,84-Hhlni-t.87
6014,84-Hhlni-t.88
6015,84-Hhlni-t.90
6016,84-Hhlni-t.91
6017,84-Hhlni-t.92
6018,84-Hhlni-t.95
6019,84-Hhlni-t.99
6020,84-Hhme-2
6021,84-Hhme-t.21
6022,84-Hhme-t.35
6023,84-Hhru-t.1
6024,84-J1147-3
6025,84-J1147-4
6026,84-J1147-5
6027,84-J1178-4
6028,84-J1178-5
6029,84-J1178-6
6030,84-J1197-2
6032,84-Jjato-t.18
6033,84-Jjato-t.2
6034,84-Jjato-t.23
6035,84-Jjato-t.24
6036,84-Jjato-t.25
6037,84-Jjato-t.30
6038,84-Jjato-t.31
6039,84-Jjato-t.35
6040,84-Jjato-t.38
6041,84-Jjato-t.41
6042,84-Jjato-t.43
6043,84-Jjato-t.45
6044,84-Jjato-t.7
6045,84-Jjato-t.8
6046,84-Jjato-t.9
6064,84-S1150-5a
6065,84-S1150-5b
6155,84-Ssag-1
6156,84-Ssd-1
6157,84-Ssd-t.1
6158,84-Ssfo-t.61
6159,84-Ssini-t.100
6160,84-Ssini-t.103
6161,84-Ssini-t.104
6162,84-Ssini-t.114
6163,84-Ssini-t.12
6164,84-Ssini-t.14
6165,84-Ssini-t.16
6166,84-Ssini-t.19
6167,84-Ssini-t.22
6168,84-Ssini-t.24
6169,84-Ssini-t.26
6170,84-Ssini-t.27
6171,84-Ssini-t.28
6172,84-Ssini-t.29
6173,84-Ssini-t.30
6174,84-Ssini-t.31
6175,84-Ssini-t.32
6176,84-Ssini-t.34
6177,84-Ssini-t.35
6178,84-Ssini-t.36
6179,84-Ssini-t.37
6180,84-Ssini-t.38
6181,84-Ssini-t.41
6182,84-Ssini-t.5
6183,84-Ssini-t.50
6184,84-Ssini-t.59
6185,84-Ssini-t.60
6186,84-Ssini-t.66
6187,84-Ssini-t.67
6188,84-Ssini-t.79
6189,84-Ssini-t.81
6190,84-Ssini-t.82
6191,84-Ssini-t.89
6192,84-Sslni-1
6193,84-Sslni-2
6197,85-H1608-1e
6205,85-H161-31
6211,85-H1630-1g
6212,85-H1631-1a
6213,85-H1631-1b
6217,85-H1632-5a
6218,85-H1632-5b
6219,85-H1632-5c
6221,85-H1638-5g
6227,85-H1642-3b
6228,85-H1642-3e
6272,85-H361-57
6323,85-H441-20
6376,85-Hhgov-t.4
6377,85-Hhgov-t.50
6378,85-Hhj-t.475
6379,85-Hhj-t.522
6380,85-Hhj-t.543
6381,85-Hhlni-t.1
6382,85-Hhlni-t.103
6383,85-Hhlni-t.120
6384,85-Hhlni-t.128
6385,85-Hhlni-t.129
6386,85-Hhlni-t.130
6387,85-Hhlni-t.131
6388,85-Hhlni-t.135
6389,85-Hhlni-t.136
6390,85-Hhlni-t.137
6391,85-Hhlni-t.138
6392,85-Hhlni-t.139
6393,85-Hhlni-t.140
6394,85-Hhlni-t.141
6395,85-Hhlni-t.149
6396,85-Hhlni-t.153
6397,85-Hhlni-t.154
6398,85-Hhlni-t.155
6399,85-Hhlni-t.156
6400,85-Hhlni-t.160
6401,85-Hhlni-t.162
6402,85-Hhlni-t.163
6403,85-Hhlni-t.164
6404,85-Hhlni-t.165
6405,85-Hhlni-t.166
6406,85-Hhlni-t.167
6407,85-Hhlni-t.168
6408,85-Hhlni-t.171
6409,85-Hhlni-t.174
6410,85-Hhlni-t.177
6411,85-Hhlni-t.180
6412,85-Hhlni-t.185
6413,85-Hhlni-t.186
6414,85-Hhlni-t.187
6415,85-Hhlni-t.188
6416,85-Hhlni-t.189
6417,85-Hhlni-t.192
6418,85-Hhlni-t.196
6419,85-Hhlni-t.197
6420,85-Hhlni-t.198
6421,85-Hhlni-t.201
6422,85-Hhlni-t.202
6423,85-Hhlni-t.203
6424,85-Hhlni-t.215
6425,85-Hhlni-t.216
6426,85-Hhlni-t.217
6427,85-Hhlni-t.229
6428,85-Hhlni-t.231
6429,85-Hhlni-t.235
6430,85-Hhlni-t.245
6431,85-Hhlni-t.250
6432,85-Hhlni-t.254
6433,85-Hhlni-t.257
6434,85-Hhlni-t.258
6435,85-Hhlni-t.259
6436,85-Hhlni-t.263
6437,85-Hhlni-t.264
6438,85-Hhlni-t.265
6439,85-Hhlni-t.266
6440,85-Hhlni-t.270
6441,85-Hhlni-t.283
6442,85-Hhlni-t.284
6443,85-Hhlni-t.290
6444,85-Hhlni-t.291
6445,85-Hhlni-t.292
6446,85-Hhlni-t.293
6447,85-Hhlni-t.295
6448,85-Hhlni-t.303
6449,85-Hhlni-t.306
6450,85-Hhlni-t.307
6451,85-Hhlni-t.308
6452,85-Hhlni-t.32
6453,85-Hhlni-t.321
6454,85-Hhlni-t.327
6455,85-Hhlni-t.328
6456,85-Hhlni-t.351
6457,85-Hhlni-t.352
6458,85-Hhlni-t.353
6459,85-Hhlni-t.354
6460,85-Hhlni-t.356
6461,85-Hhlni-t.357
6462,85-Hhlni-t.358
6463,85-Hhlni-t.359
6464,85-Hhlni-t.370
6465,85-Hhlni-t.371
6466,85-Hhlni-t.378
6467,85-Hhlni-t.384
6468,85-Hhlni-t.385
6469,85-Hhlni-t.390
6470,85-Hhlni-t.392
6471,85-Hhlni-t.396
6472,85-Hhlni-t.397
6473,85-Hhlni-t.40
6474,85-Hhlni-t.401
6475,85-Hhlni-t.404
6476,85-Hhlni-t.405
6477,85-Hhlni-t.408
6478,85-Hhlni-t.415
6479,85-Hhlni-t.418
6480,85-Hhlni-t.422
6481,85-Hhlni-t.423
6482,85-Hhlni-t.424
6483,85-Hhlni-t.432
6484,85-Hhlni-t.433
6485,85-Hhlni-t.434
6486,85-Hhlni-t.438
6487,85-Hhlni-t.439
6488,85-Hhlni-t.44
6489,85-Hhlni-t.440
6490,85-Hhlni-t.445
6491,85-Hhlni-t.448
6492,85-Hhlni-t.455
6493,85-Hhlni-t.456
6494,85-Hhlni-t.457
6495,85-Hhlni-t.459
6496,85-Hhlni-t.462
6497,85-Hhlni-t.47
6498,85-Hhlni-t.479
6499,85-Hhlni-t.480
6500,85-Hhlni-t.481
6501,85-Hhlni-t.482
6502,85-Hhlni-t.485
6503,85-Hhlni-t.486
6504,85-Hhlni-t.491
6505,85-Hhlni-t.492
6506,85-Hhlni-t.493
6507,85-Hhlni-t.499
6508,85-Hhlni-t.503
6509,85-Hhlni-t.504
6510,85-Hhlni-t.505
6511,85-Hhlni-t.506
6512,85-Hhlni-t.510
6513,85-Hhlni-t.515
6514,85-Hhlni-t.516
6515,85-Hhlni-t.517
6516,85-Hhlni-t.521
6517,85-Hhlni-t.522
6518,85-Hhlni-t.523
6519,85-Hhlni-t.55
6520,85-Hhlni-t.64
6521,85-Hhlni-t.68
6522,85-Hhlni-t.69
6523,85-Hhlni-t.7
6524,85-Hhlni-t.70
6525,85-Hhlni-t.71
6526,85-Hhlni-t.79
6527,85-Hhlni-t.81
6528,85-Hhlni-t.89
6529,85-Hhlni-t.9
6530,85-Hhlni-t.93
6531,85-Hhlni-t.96
6532,85-Hhme-t.1
6533,85-Hhme-t.2
6534,85-Hhme-t.20
6535,85-Hhme-t.28
6536,85-Hhme-t.29
6537,85-Hhme-t.30
6538,85-Hhme-t.7
6539,85-Hhme-t.8
6540,85-J1219-1
6541,85-J1219-2
6542,85-J1219-4
6543,85-J1233-1a
6544,85-J1233-1b
6545,85-J1249-2
6546,85-J1249-3
6547,85-J1249-4
6548,85-J1249-5
6549,85-J1262-3
6550,85-J1296-1
6551,85-J1296-2
6552,85-J1296-3
6553,85-J1300-1
6554,85-J1300-3
6555,85-J1404-2
6556,85-Jjato-t.12
6557,85-Jjato-t.13
6558,85-Jjato-t.17
6559,85-Jjato-t.18
6560,85-Jjato-t.22
6561,85-Jjato-t.23
6562,85-Jjato-t.25
6563,85-Jjato-t.29
6564,85-Jjato-t.32
6565,85-Jjato-t.35
6566,85-Jjato-t.36
6567,85-Jjato-t.38
6568,85-Jjato-t.43
6569,85-Jjato-t.46
6570,85-Jjato-t.51
6571,85-Jjato-t.53
6572,85-Jjato-t.57
6573,85-Jjato-t.60
6574,85-Jjato-t.61
6578,85-S1224-1a
6579,85-S1224-1b
6582,85-S1234-1a
6583,85-S1234-1b
6590,85-S1258-2a
6591,85-S1258-2b
6595,85-S1274-2a
6596,85-S1274-2b
6603,85-S1291-5
6660,85-S321-34
6661,85-S321-35
6667,85-S361-2
6669,85-S381-22
6672,85-S411-1
6673,85-S411-5
6674,85-S411-6
6676,85-S521-23
6678,85-S521-76
6679,85-S521-8
6682,85-Ssfo-t.73
6683,85-Ssfo-t.74
6684,85-Ssfo-t.80
6685,85-Ssinf-t.2
6686,85-Ssini-t.12
6687,85-Ssini-t.17
6688,85-Ssini-t.24
6689,85-Ssini-t.35
6690,85-Ssini-t.36
6691,85-Ssini-t.39
6692,85-Ssini-t.41
6693,85-Ssini-t.42
6694,85-Ssini-t.44
6695,85-Ssini-t.53
6696,85-Ssini-t.62
6697,85-Ssini-t.64
6698,85-Ssini-t.66
6699,85-Ssini-t.68
6700,85-Ssini-t.69
6701,85-Ssini-t.70
6702,85-Ssini-t.71
6703,85-Ssini-t.75
6704,85-Ssini-t.76
6705,85-Ssini-t.77
6706,85-Ssini-t.81
6707,85-Ssini-t.82
6708,85-Ssini-t.84
6709,85-Ssini-t.88
6710,85-Ssini-t.9
6711,85-Ssj-t.2
6712,85-Sspw-t.1
6739,86-H1764-2a
6740,86-H1764-2b
6752,86-H181-14
6753,86-H181-17
6755,86-H1812-7
6773,86-H1970-9
6820,86-H441-24
6837,86-H641-7
6861,86-J1317-1
6862,86-J1341-5
6863,86-J1342-1
6864,86-J1343-1a
6865,86-J1343-1b
6866,86-J1351-2
6867,86-J1351-3
6868,86-J1351-4
6869,86-J1359-5
6870,86-J1385-3
6871,86-J1394-1
6872,86-J1404-4
6873,86-J1414-7
6874,86-J1415-2
6875,86-J1415-3
6876,86-J1417-1
6877,86-J1417-5
6895,86-S1359-14a
6896,86-S1359-14b
6901,86-S1372-1a
6902,86-S1372-1b
6914,86-S1395-2
6923,86-S1406-1b
6927,86-S1412-1a
6928,86-S1412-1b
6929,86-S1412-1c
6932,86-S1418-3
6950,86-S311-23
6953,86-S311-3
6956,86-S311-35
6957,86-S311-37
6958,86-S311-39
6960,86-S311-40
6964,86-S311-45
6966,86-S311-48
6967,86-S311-49
6973,86-S311-6
6974,86-S311-7
6977,86-S321-13
6980,86-S321-20
6983,86-S321-27
6985,86-S321-3
6987,86-S321-33
6990,86-S321-40
6991,86-S321-7
6992,86-S321-8
6993,86-S361-24
6994,86-S361-31
6997,86-S401-30
6998,86-S411-11
7001,86-S521-26
7003,86-S541-54
7005,86-Ssars-t.27
7006,86-Ssars-t.9
7007,86-Ssfo-t.18
7008,86-Ssfo-t.30
7009,86-Ssinf-t.4
7010,86-Ssinf-t.7
7011,86-Ssini-t.3
7012,86-Ssini-t.4
7013,86-Ssini-t.6
7014,86-Sss-t.11
7015,86-Sss-t.5
7016,86-Sss-t.9
7037,87-H1873-4
7043,87-H1900-4
7048,87-H1905-7a
7049,87-H1905-7b
7050,87-H1905-7c
7113,87-H401-40
7146,87-H441-7
7179,87-J1458-1
7180,87-J1458-2
7181,87-J1487-2
7182,87-J1508-1
7183,87-J1512-1
7184,87-J1512-3
7185,87-J1512-4
7186,87-J1512-5
7187,87-J1512-6
7188,87-J1521-2
7189,87-J1521-4
7190,87-J1545-1
7195,87-S1431-14
7217,87-S1479-1a
7218,87-S1479-1b
7219,87-S1493-1a
7220,87-S1493-1b
7226,87-S1509-13
7228,87-S1509-16a
7234,87-S1511-3a
7235,87-S1511-3b
7248,87-S311-14
7296,87-S361-35
7297,87-S381-14
7302,87-S411-4
7305,87-Ssag-t.1
7306,87-Ssag-t.2
7307,87-Ssars-t.30
7308,87-Ssd-t.47
7309,87-Ssini-t.1
7310,87-Ssini-t.11
7311,87-Ssini-t.13
7312,87-Ssini-t.17
7313,87-Ssini-t.19
7314,87-Ssini-t.20
7315,87-Ssini-t.21
7316,87-Ssini-t.25
7317,87-Ssini-t.26
7318,87-Ssini-t.28
7319,87-Ssini-t.29
7320,87-Ssini-t.30
7321,87-Ssini-t.32
7322,87-Ssini-t.34
7323,87-Ssini-t.36
7324,87-Ssini-t.42
7325,87-Ssini-t.45
7326,87-Ssini-t.48
7327,87-Ssini-t.49
7328,87-Ssini-t.50
7329,87-Ssini-t.52
7330,87-Ssini-t.56
7331,87-Ssini-t.57
7332,87-Ssini-t.60
7333,87-Ssini-t.62
7334,87-Ssini-t.70
7335,87-Ssini-t.72
7336,87-Ssini-t.73
7337,87-Ssini-t.77
7338,87-Ssini-t.9
7339,87-Sss-t.1
7375,88-H2002-6a
7376,88-H2002-6b
7377,88-H2002-7a
7378,88-H2002-7b
7406,88-H2056-3a
7407,88-H2056-3b
7408,88-H2056-3c
7409,88-H2056-3d
7410,88-H2056-4a
7414,88-H2084-1
7415,88-H2086-2
7416,88-H2088-0a
7417,88-H2088-0b
7425,88-H2099-1a
7426,88-H2099-1b
7428,88-H2100-0a
7429,88-H2100-0b
7430,88-H2100-0c
7431,88-H2100-0d
7449,88-H361-78
7453,88-H361-90
7477,88-H441-22
7492,88-H441-39
7543,88-H701-30
7556,88-J1456-1
7557,88-J1545-5
7558,88-J1615-4
7559,88-J1615-5
7560,88-J1627-0a
7561,88-J1627-0b
7562,88-J1636-4
7568,88-S1509-8
7573,88-S1511-3c
7589,88-S1579-10a
7590,88-S1579-10b
7596,88-S1595-3a
7597,88-S1595-3b
7598,88-S1595-3c
7599,88-S1595-3d
7607,88-S1609-5a
7608,88-S1609-5b
7623,88-S1639-12a
7624,88-S1639-12b
7637,88-S1701-3a
7638,88-S1701-3b
7639,88-S1701-3c
7640,88-S1701-3d
7685,88-S311-54
7689,88-S311-59
7693,88-S311-63
7721,88-S321-30
7740,88-S321-7
7743,88-S381-1
7757,88-S761-2
7758,88-Ssb-t.36
7759,88-Sscom-t.1
7760,88-Sscom-t.7
7761,88-Ssini-t.16
7762,88-Ssini-t.19
7763,88-Ssini-t.21
7764,88-Ssini-t.25
7765,88-Ssini-t.26
7766,88-Ssini-t.28
7767,88-Ssini-t.31
7768,88-Ssini-t.32
7769,88-Ssini-t.33
7770,88-Ssini-t.34
7771,88-Ssini-t.37
7772,88-Ssini-t.38
7773,88-Ssini-t.48
7774,88-Ssini-t.49
7775,88-Ssini-t.52
7776,88-Ssini-t.55
7777,88-Ssini-t.57
7778,88-Ssini-t.59
7779,88-Ssini-t.61
7780,88-Ssini-t.63
7781,88-Ssini-t.72
7782,88-Ssini-t.73
7783,88-Ssini-t.74
7784,88-Ssini-t.76
7785,88-Ssini-t.79
7786,88-Ssini-t.8
7787,88-Ssini-t.80
7788,88-Ssini-t.81
7820,89-H201-13
7850,89-H2165-0a
7851,89-H2165-0b
7852,89-H2165-0c
7853,89-H2168-2a
7854,89-H2168-2b
7861,89-H2180-1a
7862,89-H2180-1b
7870,89-H2210-1b
7879,89-H2231-1b
7898,89-H361-123
7906,89-H361-148
7917,89-H361-171
7918,89-H361-172
7927,89-H361-21
7929,89-H361-27
7976,89-H441-17
7978,89-H441-23
8065,89-H701-95
8070,89-H781-9
8071,89-J1679-2
8072,89-J1714-1
8073,89-J1714-2
8074,89-J1722-1
8075,89-J1722-5
8076,89-J1762-8
8077,89-J1766-4
8078,89-S1424-5
8087,89-S1669-0a
8088,89-S1669-0b
8155,89-S311-30
8212,89-S401-26
8230,89-Sscom-1
8231,89-SSIni-1
8232,89-SSIni-12
8233,89-SSIni-14
8234,89-SSIni-15
8235,89-SSIni-16
8236,89-SSIni-2
8237,89-SSIni-5
8238,89-SSIni-6
8239,89-SSIni-7
8240,89-SSIni-8
8241,89-SSIni-9
8242,89-Ssini-t.10
8243,89-Ssini-t.11
8244,89-Ssini-t.19
8245,89-Ssini-t.21
8246,89-Ssini-t.28
8247,89-Ssini-t.29
8248,89-Ssini-t.31
8249,89-Ssini-t.39
8250,89-Ssini-t.40
8251,89-Ssini-t.45
8252,89-Ssini-t.46
8253,89-Ssini-t.47
8254,89-Ssini-t.48
8255,89-Ssini-t.51
8256,89-Ssini-t.53
8257,89-Ssini-t.54
8258,89-Ssini-t.55
8259,89-Ssini-t.56
8260,89-Ssini-t.59
8261,89-Ssini-t.60
8262,89-Ssini-t.65
8263,89-Ssini-t.7
8264,89-Ssini-t.71
8265,89-Ssini-t.72
8266,89-Ssini-t.8
8267,89-Ssini-t.9
8274,90-H161-27
8283,90-H181-58
8309,90-H2309-1a
8310,90-H2309-1b
8343,90-H241-78
8372,90-H441-1
8373,90-H441-11
8399,90-H561-32
8400,90-H561-33
8404,90-H561-44
8407,90-H561-52
8408,90-H561-57
8409,90-H561-58
8437,90-HHAp-1
8438,90-J1822-1
8439,90-J1868-4
8440,90-J1882-1
8441,90-J1914-2
8442,90-J1914-3
8443,90-J1930-2
8444,90-J1983-3
8457,90-S1794-7a
8458,90-S1794-7b
8461,90-S1800-5a
8462,90-S1800-5b
8467,90-S181-1
8471,90-S1821-0a
8472,90-S1821-0b
8507,90-S1903-1a
8508,90-S1903-1b
8539,90-S311-18
8616,90-SSAp-1
8617,90-Ssfo-t.7
8618,90-Ssini-t.12
8619,90-Ssini-t.17
8620,90-Ssini-t.2
8621,90-Ssini-t.29
8622,90-Ssini-t.3
8623,90-Ssini-t.32
8624,90-Ssini-t.34
8625,90-Ssini-t.35
8626,90-Ssini-t.37
8627,90-Ssini-t.38
8628,90-Ssini-t.39
8629,90-Ssini-t.40
8630,90-Ssini-t.47
8631,90-Ssini-t.54
8632,90-Ssini-t.61
8633,90-Ssini-t.71
8634,90-Ssini-t.8
8691,91-H2474-1a
8695,91-H2484-1b
8702,91-H2522-4a
8707,91-H2592-1a
8708,91-H2592-1b
8742,91-H401-7
8749,91-H441-11
8750,91-H441-12
8754,91-H441-2
8756,91-H441-21
8763,91-H441-4
8766,91-H441-44
8769,91-H441-5
8779,91-H561-1
8784,91-H561-17
8813,91-H641-30
8841,91-H721-25
8844,91-HHMe-2
8845,91-HHMe-4
8846,91-J1973-5
8847,91-J2002-3
8848,91-J2019-2
8849,91-J2020-1
8850,91-J2020-2
8886,91-S2006-1a
8887,91-S2006-1b
8986,91-S411-12
8996,91-Ssini-t.10
8997,91-Ssini-t.6
8998,91-Ssini-t.9
8999,91-Ssj-t.115
9000,91-Ssj-t.83
9001,91-Ssj-t.84
9008,92-H161-37
9061,92-H361-86
9075,92-H401-60
9088,92-H441-24
9098,92-H441-40
9100,92-H441-42
9104,92-H441-55
9106,92-H441-57
9124,92-H441-87
9145,92-H561-45
9148,92-H561-49
9157,92-H561-63
9186,92-H701-56
9211,92-H781-63
9368,93-H441-15
9374,93-H441-25
9377,93-H441-31
9378,93-H441-32
9379,93-H441-33
9380,93-H441-34
9408,93-H561-1
9410,93-H561-16
9434,93-H561-65
9445,93-H581-24
9542,93-S381-18
9615,94-H561-32
9617,94-H561-36
9632,94-H581-23
9635,94-H581-3
9719,94-S541-4
9723,95-H161-17
9724,95-H161-18
9740,95-H181-41
9752,95-H271-22
9753,95-H271-24
9757,95-H271-29
9760,95-H271-9
9762,95-H361-10
9763,95-H361-11
9764,95-H361-19
9767,95-H361-27
9769,95-H361-3
9774,95-H401-10
9783,95-H401-62
9785,95-H561-11
9788,95-H561-15
9818,95-H651-1
9819,95-H651-18
9829,95-H651-3
9856,95-S161-4
9857,95-S161-4
9860,95-S181-36
9863,95-S261-38
9932,95-S321-16
9946,95-S381-2
9994,96-H651-17
10071,97-H161-7
10093,97-H651-1
10097,97-H651-18
10110,97-H651-45
10125,97-S261-35
10130,97-S311-26
10141,97-S321-1
10142,97-S321-10
10149,97-S381-16
10150,97-S381-23
10165,98-H181-85
10169,98-H271-29
10188,98-H651-13
10310,99-H401-84
10356,99-H701-56
10374,99-S181-38
10375,99-S181-68
10388,99-S311-22
10389,99-S311-23
